CompetitorName,ProductID,CompetitorPrice,DateChecked
BestBuy,P047,1471.58,2024-02-01 13:43:03.783783783
Walmart,P043,714.11,2024-05-18 06:00:21.621621620
Walmart,P006,318.05,2024-04-24 03:44:51.891891892
Walmart,P046,1231.53,2024-04-21 11:56:23.783783784
Target,P012,400.08,2024-01-05 03:41:58.918918918
Costco,P006,1165.08,2024-02-26 07:55:40.540540540
Walmart,P037,1629.17,2024-03-29 13:35:51.351351351
Walmart,P035,1769.42,2024-03-15 02:38:33.513513513
Target,P007,1393.5,2024-02-15 04:43:57.837837837
Costco,P014,1498.01,2024-04-01 01:25:02.702702702
Target,P016,106.87,2024-05-19 09:55:18.918918918
BestBuy,P012,996.46,2024-04-02 17:17:50.270270270
Costco,P042,880.49,2024-04-28 15:25:24.324324324
BestBuy,P011,799.09,2024-03-21 14:10:27.027027027
Walmart,P008,493.33,2024-05-01 19:11:42.702702702
Costco,P020,1914.93,2024-01-13 07:06:39.999999999
Walmart,P044,497.85,2024-04-09 16:47:34.054054054
Target,P025,1169.96,2024-03-05 07:21:04.864864865
BestBuy,P040,241.72,2024-04-18 12:09:22.162162162
Walmart,P012,281.65,2024-02-01 05:44:30.270270270
Walmart,P040,760.77,2024-03-03 19:27:34.054054054
Target,P039,1328.34,2024-02-25 19:57:50.270270270
Walmart,P042,872.42,2024-02-09 17:07:44.864864864
Target,P041,1810.64,2024-05-18 06:00:21.621621620
Costco,P017,1567.5,2024-02-29 23:39:49.189189189
Walmart,P003,1322.94,2024-06-14 12:02:09.729729728
Walmart,P008,966.82,2024-05-16 02:09:43.783783784
Costco,P023,121.23,2024-02-02 21:37:17.837837837
Costco,P036,1242.94,2024-04-02 01:20:43.243243243
BestBuy,P010,96.74,2024-03-14 14:40:43.243243243
BestBuy,P019,425.17,2024-02-03 17:33:41.621621621
Walmart,P022,546.41,2024-03-21 18:09:43.783783783
Costco,P006,137.65,2024-03-03 23:26:50.810810810
Costco,P029,1751.99,2024-01-12 07:10:59.459459459
BestBuy,P050,867.29,2024-05-14 22:14:46.486486486
BestBuy,P029,544.99,2024-03-20 06:16:12.972972973
Walmart,P034,1659.71,2024-04-08 16:51:53.513513513
Target,P037,1392.06,2024-06-04 16:44:41.081081080
BestBuy,P015,1871.39,2024-05-01 03:14:35.675675676
Walmart,P015,261.41,2024-03-20 06:16:12.972972973
Target,P013,277.14,2024-04-13 16:30:16.216216216
Walmart,P028,330.77,2024-01-03 15:48:28.108108108
Walmart,P001,498.4,2024-04-05 01:07:44.864864864
Costco,P028,1449.98,2024-03-12 10:50:05.405405405
BestBuy,P009,1738.9,2024-01-26 14:09:00.540540540
Costco,P041,1357.82,2024-05-18 13:58:55.135135134
Target,P049,1392.53,2024-05-14 18:15:29.729729730
Walmart,P018,854.88,2024-01-28 14:00:21.621621621
Costco,P030,1367.95,2024-04-25 07:39:49.189189188
Target,P019,698.95,2024-01-09 15:22:31.351351351
Target,P017,1360.59,2024-02-13 00:53:20.000000000
BestBuy,P035,170.89,2024-01-25 14:13:19.999999999
Target,P001,1246.56,2024-04-29 15:21:04.864864864
Costco,P002,1242.89,2024-04-17 04:15:08.108108108
Target,P001,687.26,2024-02-09 01:10:37.837837837
BestBuy,P004,575.0,2024-03-12 18:48:38.918918919
Costco,P049,1722.93,2024-04-17 04:15:08.108108108
BestBuy,P032,1385.03,2024-04-03 17:13:30.810810810
Target,P008,996.72,2024-05-03 15:03:47.027027026
BestBuy,P012,818.95,2024-02-24 16:02:52.972972973
Costco,P012,1109.88,2024-02-12 12:55:29.729729729
Target,P022,1255.65,2024-05-08 06:43:36.216216216
Costco,P027,1690.28,2024-03-25 13:53:09.189189189
BestBuy,P022,789.31,2024-05-09 14:37:50.270270270
BestBuy,P023,983.31,2024-04-14 16:25:56.756756756
Costco,P046,1712.85,2024-06-10 08:20:10.810810810
Target,P044,1341.73,2024-02-09 01:10:37.837837837
Costco,P027,482.81,2024-01-07 11:31:53.513513513
BestBuy,P036,1003.33,2024-03-21 22:09:00.540540540
BestBuy,P041,1169.53,2024-01-20 22:33:30.810810810
Walmart,P022,715.76,2024-01-25 06:14:46.486486486
Costco,P028,1635.92,2024-01-07 11:31:53.513513513
Target,P046,1635.75,2024-01-30 21:50:16.216216216
Walmart,P025,1483.79,2024-05-25 13:28:38.918918918
Walmart,P048,1849.0,2024-01-22 22:24:51.891891891
BestBuy,P004,1168.28,2024-02-29 15:41:15.675675675
Costco,P011,1225.69,2024-02-18 00:31:42.702702702
Walmart,P032,479.75,2024-03-08 23:05:13.513513513
Walmart,P003,257.2,2024-06-12 16:10:05.405405404
Costco,P050,1370.57,2024-02-20 00:23:03.783783783
Costco,P011,493.75,2024-04-08 20:51:10.270270270
Costco,P019,1102.03,2024-01-25 06:14:46.486486486
Walmart,P004,176.08,2024-06-11 04:16:34.594594594
Costco,P001,314.97,2024-04-13 12:30:59.459459459
Target,P012,1700.51,2024-03-01 19:36:12.972972973
Walmart,P027,427.15,2024-01-13 03:07:23.243243243
BestBuy,P018,381.2,2024-02-09 13:08:28.108108108
BestBuy,P039,959.57,2024-04-21 07:57:07.027027026
Costco,P038,1617.96,2024-04-15 20:20:54.054054054
Target,P004,521.22,2024-04-03 09:14:57.297297297
Target,P014,1971.1,2024-01-30 01:53:52.432432432
Target,P004,1215.45,2024-03-08 23:05:13.513513513
Target,P021,1536.44,2024-02-14 08:47:34.054054054
Target,P002,507.01,2024-06-03 16:49:00.540540540
Costco,P042,1547.1,2024-01-15 06:58:01.081081081
Target,P029,1516.16,2024-05-11 14:29:11.351351350
Costco,P036,690.85,2024-02-01 13:43:03.783783783
Target,P043,817.64,2024-01-21 06:32:04.324324324
Walmart,P003,573.07,2024-02-10 09:04:51.891891891
Target,P027,142.79,2024-02-01 21:41:37.297297297
Target,P044,272.36,2024-01-17 06:49:22.162162162
Target,P018,1915.05,2024-05-31 09:03:25.405405404
Walmart,P039,1298.68,2024-01-01 15:57:07.027027027
Costco,P012,1521.36,2024-04-12 12:35:18.918918918
Walmart,P032,1805.59,2024-04-05 09:06:18.378378378
BestBuy,P039,1741.44,2024-04-28 19:24:41.081081080
BestBuy,P033,1344.35,2024-01-30 21:50:16.216216216
BestBuy,P018,686.21,2024-02-02 21:37:17.837837837
Costco,P045,1009.48,2024-03-27 13:44:30.270270270
Walmart,P025,1893.95,2024-05-04 03:01:37.297297296
Costco,P025,323.58,2024-04-05 21:04:08.648648648
Target,P031,193.07,2024-04-16 12:18:01.081081080
Costco,P014,1281.84,2024-03-12 14:49:22.162162162
Walmart,P024,870.43,2024-01-19 10:40:00.000000000
Walmart,P031,1752.54,2024-03-29 13:35:51.351351351
Walmart,P004,728.9,2024-05-31 05:04:08.648648648
Target,P004,1041.39,2024-04-04 09:10:37.837837837
BestBuy,P022,1002.18,2024-03-16 10:32:47.567567567
Target,P017,798.43,2024-04-02 01:20:43.243243243
Walmart,P026,1440.21,2024-04-25 23:36:56.216216216
Costco,P003,680.33,2024-03-08 15:06:40.000000000
Walmart,P025,1360.34,2024-06-12 16:10:05.405405404
Target,P012,1453.6,2024-01-01 23:55:40.540540540
Target,P006,1754.9,2024-05-29 13:11:21.081081080
Walmart,P049,1772.59,2024-02-17 16:33:09.189189189
Target,P049,1533.37,2024-01-14 03:03:03.783783783
Walmart,P011,495.04,2024-02-16 04:39:38.378378378
Walmart,P024,1887.82,2024-04-13 20:29:32.972972972
Costco,P043,1838.37,2024-02-27 03:52:04.324324324
Costco,P037,394.17,2024-06-02 12:54:03.243243242
BestBuy,P042,363.89,2024-04-16 20:16:34.594594594
BestBuy,P026,440.77,2024-02-09 01:10:37.837837837
Walmart,P029,870.74,2024-02-07 05:18:33.513513513
Costco,P042,204.38,2024-04-15 20:20:54.054054054
Walmart,P023,166.38,2024-04-06 09:01:58.918918918
Costco,P042,885.28,2024-01-16 14:52:15.135135135
Costco,P043,1957.53,2024-06-10 12:19:27.567567566
Target,P009,361.49,2024-05-11 10:29:54.594594594
Walmart,P001,450.07,2024-03-27 21:43:03.783783783
BestBuy,P018,1276.63,2024-03-30 13:31:31.891891891
BestBuy,P001,1431.48,2024-02-10 21:02:42.162162162
Target,P017,671.57,2024-04-03 17:13:30.810810810
Target,P004,1752.04,2024-04-30 03:18:55.135135134
Target,P040,681.57,2024-04-11 04:41:04.864864864
Walmart,P014,95.23,2024-05-02 15:08:06.486486486
BestBuy,P047,993.48,2024-01-17 18:47:12.432432432
Walmart,P034,150.87,2024-02-05 17:25:02.702702702
Costco,P020,148.69,2024-03-25 05:54:35.675675675
Target,P017,310.05,2024-01-16 06:53:41.621621621
Costco,P003,1917.15,2024-05-12 06:26:18.378378378
Costco,P027,782.61,2024-05-29 05:12:47.567567566
Walmart,P008,510.79,2024-06-14 16:01:26.486486486
BestBuy,P047,579.25,2024-04-17 16:12:58.378378378
Walmart,P027,1807.13,2024-06-06 04:38:11.891891892
Target,P020,1116.24,2024-04-14 20:25:13.513513512
Costco,P021,613.3,2024-05-15 02:14:03.243243242
Walmart,P008,837.04,2024-02-26 07:55:40.540540540
Target,P044,851.61,2024-06-09 20:22:20.540540540
Walmart,P038,758.34,2024-04-19 16:04:19.459459458
BestBuy,P012,962.4,2024-06-14 20:00:43.243243242
BestBuy,P008,661.96,2024-02-29 07:42:42.162162162
BestBuy,P027,74.44,2024-04-22 11:52:04.324324324
BestBuy,P006,975.63,2024-06-12 16:10:05.405405404
Target,P042,1843.31,2024-04-16 16:17:17.837837838
Walmart,P023,1742.86,2024-02-03 05:35:51.351351351
Target,P045,883.65,2024-04-16 12:18:01.081081080
Costco,P004,1476.01,2024-05-18 21:57:28.648648648
BestBuy,P005,585.97,2024-03-01 19:36:12.972972973
Walmart,P023,1143.52,2024-01-23 02:24:08.648648648
BestBuy,P035,1779.61,2024-02-24 16:02:52.972972973
Walmart,P014,1105.41,2024-03-10 03:00:10.810810810
Target,P008,435.22,2024-03-09 07:03:47.027027027
Target,P034,1460.91,2024-02-22 04:13:41.621621621
Walmart,P031,922.22,2024-04-10 12:43:57.837837837
Target,P044,404.69,2024-04-29 15:21:04.864864864
BestBuy,P040,870.24,2024-02-10 09:04:51.891891891
BestBuy,P030,1484.99,2024-05-23 09:38:01.081081080
BestBuy,P045,1207.23,2024-04-22 11:52:04.324324324
Target,P040,1529.02,2024-05-22 13:41:37.297297296
Walmart,P013,1312.2,2024-06-11 20:13:41.621621620
Walmart,P003,1100.94,2024-05-06 22:49:22.162162162
Walmart,P029,58.38,2024-05-09 18:37:07.027027026
Walmart,P015,794.89,2024-05-16 22:06:07.567567566
BestBuy,P021,1137.74,2024-03-27 01:46:40.000000000
Costco,P011,1228.08,2024-04-09 20:46:50.810810810
Target,P012,1154.87,2024-02-14 04:48:17.297297297
BestBuy,P048,258.24,2024-01-16 02:54:24.864864864
Walmart,P019,1064.0,2024-06-01 20:56:56.216216216
Walmart,P021,1131.7,2024-01-31 09:48:06.486486486
Target,P005,1355.61,2024-01-07 15:31:10.270270270
BestBuy,P028,212.83,2024-04-03 17:13:30.810810810
Target,P012,1384.88,2024-02-01 05:44:30.270270270
Walmart,P014,1476.77,2024-01-17 14:47:55.675675675
Walmart,P018,233.17,2024-05-15 02:14:03.243243242
Costco,P016,1132.96,2024-02-04 05:31:31.891891891
Target,P006,483.23,2024-04-17 20:12:15.135135134
Target,P013,1795.7,2024-02-04 13:30:05.405405405
Walmart,P011,1586.36,2024-05-20 17:49:32.972972972
BestBuy,P016,1983.24,2024-05-01 07:13:52.432432432
Costco,P019,981.15,2024-03-18 06:24:51.891891891
BestBuy,P034,1079.24,2024-05-03 15:03:47.027027026
Target,P049,473.72,2024-04-27 19:29:00.540540540
BestBuy,P036,1692.85,2024-04-29 11:21:48.108108108
Walmart,P028,1826.64,2024-05-09 06:39:16.756756756
Walmart,P023,290.58,2024-04-19 20:03:36.216216216
Costco,P015,951.91,2024-06-11 20:13:41.621621620
Target,P012,855.73,2024-01-03 03:50:37.837837837
Costco,P002,1983.11,2024-03-13 10:45:45.945945946
Walmart,P009,1144.4,2024-01-18 14:43:36.216216216
Costco,P018,1949.76,2024-03-13 18:44:19.459459459
Costco,P002,819.87,2024-01-07 07:32:36.756756756
BestBuy,P046,914.04,2024-05-03 11:04:30.270270270
Target,P001,1608.43,2024-02-01 13:43:03.783783783
Walmart,P023,1629.72,2024-05-20 01:52:25.945945946
Costco,P026,865.93,2024-04-13 16:30:16.216216216
BestBuy,P035,698.81,2024-01-03 03:50:37.837837837
Walmart,P017,1045.1,2024-02-28 11:46:18.378378378
Costco,P045,920.15,2024-02-19 12:25:13.513513513
BestBuy,P049,86.25,2024-04-09 00:50:27.027027026
BestBuy,P009,1617.63,2024-01-17 10:48:38.918918918
Costco,P001,59.32,2024-03-09 23:00:54.054054054
Costco,P007,1657.25,2024-04-07 08:57:39.459459459
Target,P047,795.1,2024-04-04 09:10:37.837837837
Target,P029,1878.39,2024-03-07 19:10:16.216216216
BestBuy,P025,1413.42,2024-01-24 22:16:12.972972972
Target,P003,1739.99,2024-04-14 20:25:13.513513512
BestBuy,P001,1783.69,2024-02-12 04:56:56.216216216
Target,P017,1226.22,2024-05-08 10:42:52.972972972
Walmart,P003,750.65,2024-06-14 20:00:43.243243242
BestBuy,P007,1416.47,2024-03-20 14:14:46.486486486
BestBuy,P025,518.25,2024-01-24 22:16:12.972972972
Walmart,P030,1692.1,2024-01-08 11:27:34.054054054
Target,P008,224.13,2024-02-20 16:20:10.810810810
BestBuy,P003,574.62,2024-02-14 12:46:50.810810810
Target,P020,665.27,2024-01-11 11:14:35.675675675
BestBuy,P018,160.44,2024-02-14 04:48:17.297297297
Costco,P014,606.27,2024-05-20 01:52:25.945945946
BestBuy,P041,1281.57,2024-02-12 12:55:29.729729729
Target,P048,822.97,2024-03-15 18:35:40.540540540
Costco,P033,800.33,2024-03-19 06:20:32.432432432
Target,P032,1446.94,2024-01-15 18:55:51.351351351
Costco,P010,1223.91,2024-05-03 19:03:03.783783784
Walmart,P032,206.49,2024-04-26 11:34:46.486486486
Target,P046,99.27,2024-02-03 21:32:58.378378378
BestBuy,P031,662.42,2024-05-08 18:41:26.486486486
Target,P048,692.63,2024-05-18 09:59:38.378378378
Target,P021,649.3,2024-01-07 19:30:27.027027027
Target,P022,1837.45,2024-01-09 07:23:57.837837837
BestBuy,P005,450.44,2024-02-05 21:24:19.459459459
Walmart,P004,1378.55,2024-04-22 11:52:04.324324324
BestBuy,P042,1403.4,2024-04-24 11:43:25.405405404
BestBuy,P031,164.43,2024-03-12 18:48:38.918918919
Costco,P048,1523.33,2024-06-13 04:07:55.675675674
Costco,P025,1044.94,2024-01-28 14:00:21.621621621
Costco,P028,607.01,2024-03-30 21:30:05.405405405
Walmart,P028,69.39,2024-01-28 02:02:31.351351351
Walmart,P026,1514.56,2024-01-13 15:05:13.513513513
Target,P026,1250.77,2024-01-01 07:58:33.513513513
Walmart,P024,814.68,2024-05-21 01:48:06.486486486
Costco,P031,346.24,2024-02-11 12:59:49.189189189
Target,P047,1348.48,2024-04-22 07:52:47.567567566
Target,P042,225.69,2024-03-20 18:14:03.243243243
Costco,P023,1576.88,2024-02-02 21:37:17.837837837
Costco,P015,1945.47,2024-01-31 09:48:06.486486486
Costco,P042,854.96,2024-01-26 02:11:10.270270270
Target,P043,920.56,2024-02-18 00:31:42.702702702
Walmart,P032,309.88,2024-03-19 18:18:22.702702702
Walmart,P046,107.37,2024-04-01 13:22:52.972972972
Costco,P043,210.91,2024-05-11 22:27:44.864864864
Target,P013,1386.5,2024-05-24 17:32:15.135135134
Walmart,P019,224.87,2024-03-01 07:38:22.702702702
Walmart,P043,1730.68,2024-04-22 23:49:54.594594594
Target,P004,1180.44,2024-02-06 09:22:09.729729729
BestBuy,P013,1963.25,2024-02-03 09:35:08.108108108
Walmart,P008,1452.28,2024-01-19 06:40:43.243243243
BestBuy,P048,1929.86,2024-03-12 06:50:48.648648648
Walmart,P047,1027.57,2024-06-09 20:22:20.540540540
Target,P010,1675.4,2024-05-23 13:37:17.837837838
Costco,P036,967.62,2024-04-24 19:41:58.918918918
Costco,P012,1547.33,2024-03-12 06:50:48.648648648
BestBuy,P008,148.04,2024-03-09 03:04:30.270270270
Walmart,P030,670.58,2024-03-30 13:31:31.891891891
Costco,P035,1146.33,2024-02-14 20:45:24.324324324
BestBuy,P018,91.67,2024-04-13 20:29:32.972972972
BestBuy,P016,664.65,2024-06-10 12:19:27.567567566
Walmart,P024,1176.72,2024-03-30 09:32:15.135135135
Costco,P038,455.67,2024-03-02 11:33:20.000000000
Target,P016,1802.11,2024-05-16 22:06:07.567567566
BestBuy,P017,1065.77,2024-02-09 05:09:54.594594594
Target,P049,957.35,2024-05-11 06:30:37.837837838
Costco,P008,1626.76,2024-03-19 18:18:22.702702702
Walmart,P035,1952.44,2024-02-19 20:23:47.027027027
Walmart,P028,628.34,2024-02-12 12:55:29.729729729
Walmart,P033,476.0,2024-02-24 12:03:36.216216216
Walmart,P031,1288.8,2024-01-02 03:54:57.297297297
Walmart,P013,1640.4,2024-03-31 17:26:29.189189189
Target,P013,1509.38,2024-04-07 08:57:39.459459459
Target,P001,328.76,2024-01-19 18:38:33.513513513
Walmart,P047,1257.46,2024-02-01 21:41:37.297297297
BestBuy,P046,277.4,2024-02-23 00:10:05.405405405
Walmart,P039,894.5,2024-03-13 18:44:19.459459459
Target,P038,720.58,2024-03-11 14:53:41.621621621
Costco,P010,336.39,2024-03-15 06:37:50.270270270
BestBuy,P019,919.15,2024-01-31 17:46:40.000000000
Target,P014,1279.76,2024-04-05 05:07:01.621621621
Costco,P015,910.84,2024-04-29 23:19:38.378378378
Target,P025,1550.18,2024-06-05 16:40:21.621621620
Target,P025,1840.5,2024-03-17 10:28:28.108108108
Target,P003,322.09,2024-06-04 16:44:41.081081080
Target,P004,902.92,2024-01-15 14:56:34.594594594
BestBuy,P009,194.26,2024-03-19 22:17:39.459459459
Walmart,P007,1221.54,2024-06-05 20:39:38.378378378
Target,P019,1774.55,2024-04-06 17:00:32.432432432
BestBuy,P013,1985.9,2024-01-29 17:55:18.918918919
Costco,P015,1463.41,2024-03-15 06:37:50.270270270
BestBuy,P013,619.59,2024-04-20 12:00:43.243243242
BestBuy,P029,453.97,2024-01-30 21:50:16.216216216
BestBuy,P030,560.29,2024-04-24 07:44:08.648648648
BestBuy,P038,821.06,2024-05-27 21:18:33.513513512
Target,P037,366.63,2024-03-15 10:37:07.027027027
BestBuy,P027,358.72,2024-03-12 14:49:22.162162162
BestBuy,P026,1417.66,2024-04-10 08:44:41.081081081
BestBuy,P045,1816.12,2024-02-05 09:26:29.189189189
Target,P048,279.95,2024-06-03 16:49:00.540540540
Walmart,P044,1667.07,2024-02-21 00:18:44.324324324
Costco,P027,954.27,2024-01-13 23:03:47.027027027
Costco,P024,1066.03,2024-05-02 19:07:23.243243242
BestBuy,P015,1782.92,2024-04-25 15:38:22.702702702
BestBuy,P021,1717.59,2024-02-11 16:59:05.945945945
Target,P024,1685.97,2024-04-04 13:09:54.594594594
Costco,P035,1687.14,2024-04-23 11:47:44.864864864
BestBuy,P045,387.31,2024-04-02 13:18:33.513513513
