CompetitorName,ProductID,CompetitorPrice,DateChecked
Target,P014,274.03,2024-01-01 23:55:40.540540540
BestBuy,P004,1574.56,2024-01-09 03:24:41.081081081
Target,P048,67.67,2024-05-29 21:09:54.594594594
Walmart,P039,1839.65,2024-01-31 21:45:56.756756756
Target,P028,1105.58,2024-06-10 00:21:37.297297296
Costco,P023,363.41,2024-02-14 12:46:50.810810810
Target,P007,141.71,2024-04-23 15:47:01.621621622
Walmart,P038,193.94,2024-04-11 12:39:38.378378378
BestBuy,P035,436.53,2024-01-07 07:32:36.756756756
Walmart,P012,536.63,2024-06-11 12:15:08.108108108
Walmart,P001,983.8,2024-02-22 08:12:58.378378378
Walmart,P046,1755.18,2024-03-02 07:34:03.243243243
BestBuy,P002,979.58,2024-02-02 13:38:44.324324324
Costco,P044,1066.74,2024-04-07 00:59:05.945945945
Target,P017,1758.51,2024-05-17 22:01:48.108108108
Walmart,P027,795.54,2024-01-01 07:58:33.513513513
BestBuy,P046,1950.99,2024-03-15 22:34:57.297297297
Walmart,P045,1576.28,2024-06-11 20:13:41.621621620
Target,P003,1718.7,2024-01-18 06:45:02.702702702
Target,P038,706.81,2024-05-02 11:08:49.729729730
BestBuy,P005,1572.36,2024-01-01 07:58:33.513513513
Walmart,P027,1159.69,2024-05-15 14:11:53.513513512
BestBuy,P002,538.79,2024-03-10 03:00:10.810810810
BestBuy,P040,721.73,2024-04-11 20:38:11.891891891
Costco,P012,1504.92,2024-04-11 12:39:38.378378378
BestBuy,P021,1812.68,2024-03-15 10:37:07.027027027
BestBuy,P047,1895.09,2024-03-13 14:45:02.702702702
Walmart,P036,54.46,2024-02-02 05:40:10.810810810
BestBuy,P034,1097.89,2024-05-08 10:42:52.972972972
Costco,P031,1572.41,2024-02-08 09:13:30.810810810
BestBuy,P002,1682.63,2024-04-21 19:54:57.297297296
Target,P029,827.01,2024-02-02 21:37:17.837837837
Costco,P001,232.26,2024-01-14 07:02:20.540540540
Target,P014,332.38,2024-02-24 00:05:45.945945946
BestBuy,P023,1944.99,2024-04-14 00:28:49.729729729
Target,P032,1324.25,2024-06-10 00:21:37.297297296
BestBuy,P013,1367.03,2024-03-13 10:45:45.945945946
Target,P040,1424.21,2024-02-06 21:20:00.000000000
Target,P045,341.44,2024-04-05 13:05:35.135135135
Costco,P015,511.32,2024-02-15 04:43:57.837837837
Walmart,P014,1279.78,2024-05-04 03:01:37.297297296
BestBuy,P010,1649.75,2024-05-23 01:39:27.567567566
BestBuy,P009,919.46,2024-01-22 14:26:18.378378378
BestBuy,P018,1369.99,2024-01-27 14:04:41.081081081
BestBuy,P032,179.28,2024-05-24 09:33:41.621621620
Walmart,P026,1156.77,2024-02-14 16:46:07.567567567
Costco,P005,1400.62,2024-02-26 07:55:40.540540540
BestBuy,P032,1560.56,2024-01-27 18:03:57.837837837
BestBuy,P038,1503.8,2024-01-10 11:18:55.135135135
Walmart,P021,1228.59,2024-03-04 23:22:31.351351351
Target,P031,780.9,2024-03-25 21:51:42.702702702
Target,P025,833.11,2024-04-14 12:26:40.000000000
BestBuy,P024,430.54,2024-01-03 11:49:11.351351351
BestBuy,P030,710.93,2024-01-28 14:00:21.621621621
Walmart,P026,1451.14,2024-01-17 06:49:22.162162162
Walmart,P012,330.14,2024-05-07 06:47:55.675675674
BestBuy,P012,76.76,2024-04-12 20:33:52.432432432
Walmart,P023,1706.31,2024-01-30 01:53:52.432432432
Target,P033,537.0,2024-05-15 02:14:03.243243242
Walmart,P005,1791.62,2024-01-31 21:45:56.756756756
BestBuy,P022,1003.75,2024-04-02 01:20:43.243243243
Costco,P012,739.78,2024-01-22 02:28:28.108108108
Costco,P016,1629.43,2024-03-28 17:39:27.567567567
Costco,P017,1007.19,2024-01-14 19:00:10.810810810
Target,P033,1833.28,2024-01-24 10:18:22.702702702
BestBuy,P005,78.93,2024-03-12 14:49:22.162162162
Target,P033,275.65,2024-05-02 19:07:23.243243242
Target,P031,1581.69,2024-01-31 05:48:49.729729729
BestBuy,P032,263.27,2024-04-02 21:17:07.027027027
Target,P024,1584.67,2024-02-28 07:47:01.621621621
Costco,P036,940.68,2024-05-19 17:53:52.432432432
Target,P001,1110.0,2024-02-21 08:17:17.837837837
Costco,P013,927.38,2024-05-17 14:03:14.594594594
Costco,P040,1451.82,2024-02-03 21:32:58.378378378
Target,P049,725.29,2024-02-27 03:52:04.324324324
Costco,P005,1845.96,2024-03-31 21:25:45.945945945
Target,P010,738.69,2024-02-11 20:58:22.702702702
Walmart,P049,127.45,2024-03-06 11:16:02.162162162
Target,P003,538.35,2024-05-22 09:42:20.540540540
Costco,P047,1952.46,2024-05-21 05:47:23.243243242
Costco,P046,480.61,2024-02-09 13:08:28.108108108
Costco,P027,448.14,2024-04-21 23:54:14.054054054
Costco,P007,1485.55,2024-01-29 05:57:28.648648648
Costco,P017,1926.38,2024-06-13 04:07:55.675675674
Target,P046,55.54,2024-03-23 02:03:57.837837837
Costco,P024,1698.04,2024-05-08 14:42:09.729729730
Costco,P034,826.09,2024-01-20 06:36:23.783783783
Costco,P005,1428.2,2024-05-04 07:00:54.054054054
Costco,P037,911.83,2024-01-01 03:59:16.756756756
Target,P003,1885.37,2024-02-27 23:48:28.108108108
BestBuy,P016,145.97,2024-03-25 21:51:42.702702702
Target,P032,1498.17,2024-02-24 00:05:45.945945946
BestBuy,P040,123.42,2024-02-15 20:41:04.864864864
Costco,P026,237.73,2024-03-22 14:06:07.567567567
BestBuy,P020,1603.94,2024-06-02 16:53:20.000000000
Costco,P034,361.53,2024-03-12 18:48:38.918918919
BestBuy,P034,965.15,2024-04-21 19:54:57.297297296
BestBuy,P026,1906.37,2024-03-18 22:21:58.918918918
Walmart,P023,1839.36,2024-05-12 22:23:25.405405404
Target,P032,1550.07,2024-01-12 07:10:59.459459459
Target,P023,388.47,2024-05-15 22:10:27.027027026
Costco,P021,1512.48,2024-01-10 11:18:55.135135135
BestBuy,P007,1076.48,2024-01-18 10:44:19.459459459
BestBuy,P050,101.81,2024-04-28 03:27:34.054054054
Target,P027,981.34,2024-06-02 00:56:12.972972972
BestBuy,P037,202.6,2024-02-19 12:25:13.513513513
Walmart,P003,1619.88,2024-03-14 10:41:26.486486486
Target,P042,1124.14,2024-06-03 12:49:43.783783782
Costco,P040,669.55,2024-02-21 20:15:08.108108108
Costco,P027,1685.33,2024-03-28 09:40:54.054054054
BestBuy,P032,1793.75,2024-03-24 17:56:45.405405405
Target,P011,1042.51,2024-04-08 16:51:53.513513513
Costco,P003,250.09,2024-04-15 12:22:20.540540540
Costco,P048,198.37,2024-01-05 07:41:15.675675675
Target,P034,1622.17,2024-04-03 09:14:57.297297297
BestBuy,P019,1321.51,2024-04-11 00:41:48.108108108
BestBuy,P050,1478.73,2024-02-03 01:36:34.594594594
Target,P011,895.85,2024-01-29 01:58:11.891891891
Target,P038,500.48,2024-03-16 10:32:47.567567567
BestBuy,P026,1195.87,2024-01-10 19:17:28.648648648
Walmart,P038,1793.76,2024-04-01 09:23:36.216216216
Walmart,P009,1719.94,2024-02-15 00:44:41.081081081
Target,P009,404.41,2024-03-20 06:16:12.972972973
Costco,P031,1646.81,2024-04-27 03:31:53.513513512
Costco,P023,216.47,2024-05-24 13:32:58.378378378
BestBuy,P004,1193.78,2024-05-02 03:10:16.216216216
Target,P020,1590.13,2024-02-12 04:56:56.216216216
Target,P041,826.57,2024-03-05 03:21:48.108108108
Costco,P011,970.9,2024-01-23 18:21:15.675675675
Target,P003,1384.71,2024-04-04 17:09:11.351351351
BestBuy,P019,1993.66,2024-05-02 03:10:16.216216216
Costco,P026,916.81,2024-01-16 22:50:48.648648648
Target,P041,1825.69,2024-06-06 16:36:02.162162162
Costco,P037,433.18,2024-05-04 18:58:44.324324324
Walmart,P012,1599.9,2024-01-18 02:45:45.945945945
Walmart,P011,592.38,2024-03-12 10:50:05.405405405
Target,P040,406.36,2024-01-18 22:42:09.729729729
BestBuy,P018,532.28,2024-05-18 17:58:11.891891892
Target,P046,1269.02,2024-01-26 10:09:43.783783783
Costco,P030,352.43,2024-04-03 05:15:40.540540540
BestBuy,P034,1088.85,2024-01-11 03:16:02.162162162
Walmart,P038,1896.48,2024-02-26 23:52:47.567567567
Costco,P042,1607.55,2024-06-14 12:02:09.729729728
Target,P006,1921.8,2024-05-13 02:22:42.162162162
Costco,P022,1672.3,2024-03-27 21:43:03.783783783
Walmart,P042,621.59,2024-03-20 06:16:12.972972973
Target,P012,1302.23,2024-02-24 08:04:19.459459459
Costco,P020,1219.12,2024-03-29 01:38:01.081081081
Walmart,P037,1061.49,2024-01-11 23:12:25.945945945
BestBuy,P050,609.9,2024-02-29 19:40:32.432432432
Costco,P001,1796.87,2024-01-18 14:43:36.216216216
BestBuy,P003,50.51,2024-01-02 19:52:04.324324324
BestBuy,P003,712.69,2024-04-17 20:12:15.135135134
Costco,P008,1202.19,2024-04-26 15:34:03.243243242
BestBuy,P017,1306.98,2024-01-14 19:00:10.810810810
Target,P029,583.45,2024-04-24 11:43:25.405405404
BestBuy,P047,199.28,2024-01-14 03:03:03.783783783
Walmart,P029,1084.38,2024-02-18 04:30:59.459459459
Costco,P001,756.39,2024-04-15 12:22:20.540540540
Walmart,P031,239.6,2024-06-06 04:38:11.891891892
Costco,P006,639.5,2024-04-02 09:19:16.756756756
Target,P033,760.64,2024-05-22 21:40:10.810810810
Walmart,P039,1362.81,2024-01-10 23:16:45.405405405
Costco,P041,1935.04,2024-03-03 15:28:17.297297297
Target,P030,1657.7,2024-02-13 20:49:43.783783783
BestBuy,P005,1935.38,2024-05-29 17:10:37.837837838
Target,P014,994.9,2024-02-21 04:18:01.081081081
Costco,P011,1534.95,2024-03-18 18:22:42.162162162
BestBuy,P014,383.36,2024-02-19 12:25:13.513513513
Target,P033,1948.47,2024-02-06 09:22:09.729729729
Target,P006,624.03,2024-01-06 07:36:56.216216216
Costco,P019,975.5,2024-05-23 17:36:34.594594594
Costco,P003,1845.61,2024-02-16 00:40:21.621621621
Target,P031,1912.13,2024-05-01 19:11:42.702702702
Costco,P036,1326.37,2024-05-08 06:43:36.216216216
Costco,P044,869.16,2024-03-25 17:52:25.945945945
Walmart,P041,585.2,2024-03-26 09:49:32.972972973
Target,P015,723.19,2024-05-13 10:21:15.675675674
Costco,P031,1655.13,2024-01-18 14:43:36.216216216
Walmart,P001,733.6,2024-05-03 07:05:13.513513512
Target,P023,1025.72,2024-02-22 20:10:48.648648648
BestBuy,P013,1364.99,2024-01-11 15:13:52.432432432
BestBuy,P001,1921.04,2024-05-27 13:20:00.000000000
Target,P041,91.73,2024-02-16 20:36:45.405405405
BestBuy,P001,303.31,2024-02-08 09:13:30.810810810
Walmart,P014,1424.29,2024-03-16 02:34:14.054054054
Target,P027,496.82,2024-02-16 20:36:45.405405405
Walmart,P006,697.04,2024-04-24 03:44:51.891891892
Target,P036,1492.87,2024-03-09 07:03:47.027027027
Walmart,P021,877.4,2024-01-30 05:53:09.189189189
Walmart,P028,1196.53,2024-04-20 12:00:43.243243242
Target,P031,69.44,2024-04-29 11:21:48.108108108
Costco,P007,1092.94,2024-06-04 12:45:24.324324324
BestBuy,P032,1290.81,2024-01-14 19:00:10.810810810
BestBuy,P024,1541.43,2024-02-27 03:52:04.324324324
Costco,P020,1674.87,2024-03-08 07:08:06.486486486
Costco,P043,1506.26,2024-03-26 09:49:32.972972973
Costco,P047,1686.06,2024-06-07 00:34:35.675675674
Target,P022,1102.91,2024-03-05 19:18:55.135135135
Target,P003,1538.79,2024-03-31 09:27:55.675675675
Target,P042,349.71,2024-02-09 01:10:37.837837837
Walmart,P009,1548.66,2024-04-29 19:20:21.621621620
Walmart,P034,1861.2,2024-03-29 13:35:51.351351351
Costco,P037,757.73,2024-02-25 00:01:26.486486486
BestBuy,P020,257.61,2024-02-28 11:46:18.378378378
BestBuy,P005,1660.18,2024-02-17 04:35:18.918918918
Costco,P028,424.63,2024-03-01 23:35:29.729729729
Walmart,P031,423.98,2024-06-08 08:28:49.729729728
Target,P036,1828.16,2024-04-20 00:02:52.972972972
Target,P012,682.02,2024-02-11 01:01:58.918918918
Target,P047,577.05,2024-01-18 22:42:09.729729729
Target,P044,1198.81,2024-04-22 15:51:21.081081080
Walmart,P030,580.45,2024-03-10 03:00:10.810810810
Costco,P048,963.86,2024-04-17 00:15:51.351351350
BestBuy,P004,403.76,2024-04-16 12:18:01.081081080
Target,P040,1479.67,2024-03-12 22:47:55.675675675
Costco,P001,1467.03,2024-03-05 03:21:48.108108108
Costco,P003,513.33,2024-04-28 07:26:50.810810810
Target,P050,1691.11,2024-06-07 00:34:35.675675674
Target,P013,1937.86,2024-04-14 12:26:40.000000000
Costco,P009,734.31,2024-02-01 13:43:03.783783783
Walmart,P032,1910.87,2024-04-15 08:23:03.783783784
BestBuy,P007,834.35,2024-03-04 23:22:31.351351351
Walmart,P006,909.62,2024-05-17 10:03:57.837837838
BestBuy,P014,717.23,2024-04-13 08:31:42.702702702
BestBuy,P006,1233.62,2024-04-11 00:41:48.108108108
BestBuy,P003,1585.23,2024-04-30 11:17:28.648648648
Walmart,P013,1471.1,2024-05-14 06:17:39.459459458
BestBuy,P003,1766.05,2024-03-03 11:29:00.540540540
Costco,P019,662.53,2024-04-10 16:43:14.594594594
Walmart,P039,1996.78,2024-01-12 15:09:32.972972972
Target,P032,895.49,2024-05-11 14:29:11.351351350
Costco,P002,1935.51,2024-06-12 04:12:15.135135134
Target,P024,782.17,2024-03-01 03:39:05.945945946
Walmart,P029,536.53,2024-01-02 03:54:57.297297297
BestBuy,P012,1886.34,2024-06-08 04:29:32.972972972
Target,P024,1930.06,2024-05-26 01:26:29.189189188
Walmart,P050,1334.98,2024-01-06 19:34:46.486486486
BestBuy,P045,169.39,2024-05-01 23:10:59.459459458
Costco,P016,1636.54,2024-04-11 20:38:11.891891891
Costco,P029,957.33,2024-04-05 09:06:18.378378378
BestBuy,P026,392.05,2024-03-28 01:42:20.540540540
Target,P022,70.68,2024-06-09 08:24:30.270270270
Costco,P041,562.03,2024-05-25 09:29:22.162162162
Target,P017,1330.3,2024-06-11 08:15:51.351351350
Target,P003,1012.39,2024-01-11 07:15:18.918918918
Costco,P049,1919.2,2024-02-19 08:25:56.756756756
Walmart,P046,1235.94,2024-01-09 19:21:48.108108108
Target,P005,1277.1,2024-04-20 19:59:16.756756756
Walmart,P034,1848.33,2024-05-22 05:43:03.783783784
Walmart,P019,381.08,2024-01-03 23:47:01.621621621
BestBuy,P049,514.06,2024-02-14 04:48:17.297297297
BestBuy,P024,339.94,2024-02-24 12:03:36.216216216
Target,P036,1502.33,2024-01-23 02:24:08.648648648
Target,P001,638.34,2024-01-18 06:45:02.702702702
BestBuy,P008,1544.38,2024-03-31 17:26:29.189189189
Target,P046,128.85,2024-04-08 12:52:36.756756756
Target,P006,1532.42,2024-04-08 16:51:53.513513513
Target,P039,1178.21,2024-05-15 10:12:36.756756756
Walmart,P002,655.27,2024-02-21 00:18:44.324324324
Target,P036,1873.49,2024-04-03 13:14:14.054054054
BestBuy,P043,1079.99,2024-01-30 21:50:16.216216216
Costco,P018,1057.89,2024-01-03 23:47:01.621621621
Costco,P047,1004.06,2024-03-28 21:38:44.324324324
Target,P016,1285.09,2024-03-30 09:32:15.135135135
Costco,P049,1512.84,2024-02-14 04:48:17.297297297
BestBuy,P032,685.54,2024-05-13 22:19:05.945945946
Target,P042,672.08,2024-01-23 14:21:58.918918918
Target,P032,1542.87,2024-02-26 23:52:47.567567567
Costco,P013,605.26,2024-03-19 18:18:22.702702702
Target,P019,397.47,2024-03-14 06:42:09.729729729
Walmart,P046,163.31,2024-03-21 06:11:53.513513513
Target,P001,1139.32,2024-03-19 22:17:39.459459459
Costco,P009,914.57,2024-02-17 00:36:02.162162162
Costco,P048,1331.99,2024-04-07 20:55:29.729729729
Walmart,P046,267.59,2024-02-21 04:18:01.081081081
Target,P033,247.73,2024-05-04 22:58:01.081081080
Walmart,P042,565.17,2024-03-29 01:38:01.081081081
Target,P020,1975.77,2024-04-29 23:19:38.378378378
Target,P013,609.0,2024-04-23 19:46:18.378378378
Target,P044,911.92,2024-02-05 09:26:29.189189189
Costco,P029,1404.51,2024-02-02 09:39:27.567567567
Walmart,P026,1412.97,2024-02-26 23:52:47.567567567
BestBuy,P030,1134.56,2024-05-15 22:10:27.027027026
Costco,P048,270.69,2024-02-05 05:27:12.432432432
Walmart,P034,558.24,2024-01-28 02:02:31.351351351
Walmart,P043,1617.38,2024-06-12 04:12:15.135135134
Costco,P023,1038.23,2024-01-18 06:45:02.702702702
Target,P036,777.87,2024-05-26 21:22:52.972972972
BestBuy,P006,803.77,2024-04-14 12:26:40.000000000
Walmart,P046,1426.86,2024-05-27 17:19:16.756756756
BestBuy,P009,712.43,2024-03-23 14:01:48.108108108
Target,P004,1218.88,2024-01-13 15:05:13.513513513
BestBuy,P022,196.37,2024-02-26 07:55:40.540540540
Target,P005,501.37,2024-02-05 09:26:29.189189189
Walmart,P036,1370.42,2024-05-21 21:44:30.270270270
BestBuy,P045,184.34,2024-03-25 05:54:35.675675675
Costco,P017,694.35,2024-02-21 04:18:01.081081081
Target,P011,1377.39,2024-02-17 16:33:09.189189189
BestBuy,P010,1017.42,2024-06-09 12:23:47.027027026
Target,P017,882.26,2024-03-08 23:05:13.513513513
Target,P048,687.4,2024-04-24 07:44:08.648648648
Target,P011,815.81,2024-05-14 06:17:39.459459458
Walmart,P039,1864.0,2024-02-19 20:23:47.027027027
Target,P024,1760.16,2024-04-07 16:56:12.972972972
Target,P049,1923.03,2024-04-30 11:17:28.648648648
Walmart,P003,267.58,2024-01-05 19:39:05.945945945
Walmart,P041,449.92,2024-05-17 10:03:57.837837838
Costco,P011,811.0,2024-02-25 04:00:43.243243243
Costco,P030,1908.35,2024-02-16 00:40:21.621621621
Walmart,P038,987.61,2024-06-06 12:36:45.405405404
BestBuy,P024,1026.06,2024-02-19 20:23:47.027027027
Walmart,P009,1080.7,2024-04-20 08:01:26.486486486
Target,P044,1877.38,2024-06-02 20:52:36.756756756
Costco,P010,1862.35,2024-03-24 01:59:38.378378378
Walmart,P029,1613.61,2024-01-17 22:46:29.189189189
Costco,P038,274.03,2024-01-01 11:57:50.270270270
Target,P043,1876.53,2024-02-05 01:27:55.675675675
Target,P048,411.71,2024-03-17 18:27:01.621621621
Target,P022,211.86,2024-04-26 03:36:12.972972972
Target,P028,1511.93,2024-01-19 18:38:33.513513513
BestBuy,P033,635.53,2024-04-25 23:36:56.216216216
Walmart,P029,1360.5,2024-03-18 10:24:08.648648648
BestBuy,P047,1589.43,2024-05-03 11:04:30.270270270
Walmart,P028,1783.34,2024-04-24 07:44:08.648648648
Target,P015,1874.76,2024-05-03 19:03:03.783783784
Walmart,P017,651.84,2024-02-07 21:15:40.540540540
Target,P018,604.22,2024-01-22 02:28:28.108108108
Costco,P020,384.83,2024-04-15 04:23:47.027027026
Costco,P028,1631.21,2024-05-06 06:52:15.135135134
Costco,P050,707.51,2024-01-22 10:27:01.621621621
Target,P002,842.2,2024-04-17 20:12:15.135135134
Costco,P005,687.64,2024-01-19 06:40:43.243243243
Costco,P022,104.02,2024-04-21 07:57:07.027027026
